Comment,Label
PLZ TELL THAT WHICH SOFTWARE DID U USED FOR THIS VIDEO.,0
Watch time oru videoyk 4000 hrs veno,0
Organic views kooduthal vende? Bro,0
Ytube channel starting and setting related ayi onnu explain cheyyo,0
I started a yutube channel by following these tips and now I have a silver play button...,0
Bro youtube video സർച്ചിൽ വരുത്തൽ പറഞ്ഞു തരൂ പ്ലീസ്,0
4000 watch time last year leth mathram alle calculate cheyu,0
യൂട്യൂബിൽ നിന്നും പൈസ കിട്ടാൻ views മതിയോ,0
Adsense video venam,0
YouTube eajane photos induva,0
Chatta e phone vivo 3 cam patuvo,0
thxxx,0
Nice tips ...just started my channel..hope I will reach the target one day,0
phone upayogich cheyyumpol video eduthittatt pinnenthu cheyyqnum,0
Can you help me to managing you tube,0
എക്കൗണ്ട് നമ്പർ യൂട്യൂബില് എങ്ങനെ ഇടാം,0
Bro yutube Chanel cash nuu ethu settings ahh open chyandathe,0
Channel തുടങ്ങുന്ന acount bank account maayi link ആയിരിക്കണ്ടെ,0
The seamless, smooth transitions between scenes is actually magical. This is one of her BEST music videos literally ever,0
I'ma great fan of Taylor Swift shes awesome Ophelia!!,0
I love how she shows what it means to be a “showgirl” in each era of time. Such genius,0
No one’s commented yet about how she worked the cover into the ending! I was so confused about the artwork for this artwork but now I get it.,0
“Keep it 100 on the land, the sea, the sky, pledge allegiance to your hands, your team, your vibes” one of the best melodies of Taylor career and this video is a masterpiece,0
This song will win a Grammy ,just watch the space,0
I love how she used her Eras team!! The dancers!! They are incredible!,0
I love how when Taylor became more involved in directing and producing her work, her visuals became more and more creative. Her creativity in music and lyrics transcended into her visuals and i love it! Its so playful and artsy,0
Taylor really loves Old Hollywood. This video feels like Wildest Dreams.,0
I’ve enjoyed her since she was into country music and now this. She is just so talented, I'm hooked, I'm proud to call myself a 74-year-old Swifty Fan. My wife loves her too.,0
our Taylor is full of colour again!!!! U can FEEL how happy she is,0
THE LOOKS THE CHOREOGRAPHY THE DANCERS TAYLOR OFFICILLY MADE HER BEST MUSIC VIDEO EVER OMG,0
I'm not really a taylor swift fan, but i can definetely tell that this is a BANGER!,0
I saw someone on tiktok commented that Taylor is trying so hard to be Chappel Roan... [Comparison rebuttal],0
3:30 the glow when she thought of her lover,0
I’m not particularmente a Taylor fan but this one really got me. So catchy and a guilty pleasure to listen to.,0
i’m personally not a taylor swift fan, but this might be one of the songs of the year. i can’t help if it’s so catchy! don’t even get me started on the choreo,0
I'm not a swiftie at all but this song and mv are so fun. It's literally the only TS song I've ever added to my Spotify,0
so much symbolism in this video of how she's been treated through the years...,0
this is one of my favorite music videos by her… i love the references to the real Ophelia,0
I just know Taylor was soo proud of herself for catching that football...,0
100M views!!,0
What drugs did taylor put in this song like I cant stop hearing it,0
ഒന്നുങ്കിൽ ഓണത്തിന് അല്ലങ്കിൽ വിഷുവിനു അത് ഉറപ്പ്....,0
1.27 to 1.47 soo gud,0
മണവാളൻ ആരാ.. Call me shezzamo,0
നിവിൻ അണ്ണൻ ഫാൻ ️️,0
ഹേയ്….Shazzam ഒക്കെ ഉണ്ടല്ലോ,0
നിങ്ങൾ ശ്രെദ്ധിച്ചോ? ഇതിൽ Delulu ഇല്ല ..,0
Nivin pauly 4,0
any one here after theatre experience 1:04 this scn,0
Crush aya,0
comes here frequently just to watch Preity's dance steps and expressions !!,0
its been two weeks and i'm still obsessed with this song and mv,0
I watch today️‍,0
Sarvam maya🫰,0
Who comes for preity here️‍,0
"It's a 12 or 13 year old drugged CHILD. I'm disgusted, put him behind bars already.",0
She is a child. not a woman. Get it right @BCC,0
ONLY ONE OF MANY!!!!! RELEASE THE WHOLE UNREDACTED FILES!!!,0
GO TO JAIL!!!!!!!,0
uk tax payers fund this pervert....,0
Send all of them to jail.,0
ABOLISH THE MONARCHY,0
Send him to prison!!,0
"If he does testify, he should just do it, and not call in the press... Jus sayin",0
"I am from west bengal, very good movie and lovely song .. Just love it",0
This is very indicative the best is yet to come. I'll bet even money the remaining files get lost...,0
My heart sinks when I listen to this masterpiece,0
I Came Specially for this song,0
"I think the headline should be worded as ""seen molesting a female minor""...right?",0
Justin prabhakaran.....an underrated gem,0
Creepy,0
there will be no consequences. Unless the people do something about it,0
why is the world protecting pedos???,0
Ship nu Missile touch cheithilla.,0
Please stop war,0
Every missile gets intercepted check the international news.,0
long live iran,0
Fack news I'm in Kuwait normal day going...,0
ആകാശത്തു വച്ചു തകർത്തു,0
കപ്പലിനെ മുക്കാനുള്ള ആയുധം അവരുടെ കയ്യിലുണ്ട്...,0
Udhan adutha nerchakozhiye prakyapichu...,0
അടിച്ച് കയറി വാാാ,0
തള്ളി മറിച്ചോ,0
നല്ല അവതരണം,0
കുണ്ണ,0
"""I'm straight because my mom and dad are straight"".....okaaayyyy... Signing off",0
"""that's been debunked and disproven, the box is gonna pop up here"" ATE",0
"""Give me evidence"" ""Uh uh uh LOOK AT CALIFORNIA""",0
"""I know what you're referencing, it's been disproven, the box is gonna pop up here."" AND THE BOX POPS UP",0
Jubilee can you PLEASE keep your fact checks up for like... 10x longer. I always need to pause...,0
"""Cuz I'm awesome"" SLAYYYYY!!!",0
"""that's been debunked and disproven the box is going to pop up here"" might be one of the hardest lines ever on Jubilee.",0
BRO EVERYTIME HE DROPS FACTS SUDDDEEENLLLYYYYYYY THEY'RE RAISING FLAGS THESE DAMN MFS BRO OMGGGGGGGGGGGGG,0
12:40 “San Francisco is a European City” is sending me,0
"take a shot every time 14:12 says ""i understand you're very passionate about this""",0
"""I live a weird lifestyle, not because I'm perverse but because I'm awesome"" i love this guy sm",0
"""THATS THE WRONG CLOWN THATS THE WRONG CLOWN!"" im crying my eyes out at this",0
"""I live a weird lifestyle, not a perverse one, and not because I’m LGBTQ+, but because I’m awesome.""",0
ZANDER TALKING SLOW AND DUMBING DOWN HIS WORDS FOR THESE PEOPLE IS HILARIOUS,0
Vedan ️️️,0
vedan,0
അടിപൊളി ഇന്റർവ്യൂ,0
Vedan️️️ഞങ്ങളുടെ എല്ലാമെല്ലാമാണ്.ഞങ്ങൾതന്നെയാണ്,0
Jai Bhim,0
വേടൻ ️️️️️,0
Vedan,0
Vishnuuu,0
Vedan.. anchor,0
vedan god bless you,0
Vedan and moderator,0
Vedan poli massa kola massss,0
vada veda,0
Vedan god bless you ️️️️️️️️,0
വേടൻ,0
Vishnu,0
"""You're on my vloOog"" ""OH, hi blog!"" ""VLOG!"" ""Glog"" ""...Mommieeee!""",0
let me choose one of my 3 Walmart shirts,0
"Kylie: you’re on my vlog! Kris: hI bLoG! Kylie: vlog, it’s vlog! Kris: gLoGg.",0
Kylie skin review / “hold my breast milk pump”,0
Kylie - which car ? Which bag ? Me OMFG WHERE IS MY OTHER SOCK,0
"Kylie: ""which car should I take"" me: cries on the bus",0
Kylie: Today I am goona go with this car. Me: cries in poor.,0
I'm feeling already rich at school when I only have 5 dollars,0
This video called me poor in 100 different languages,0
Me: which car should i take? Kylie: which seat should i sit on on the bus?,0
Kylie being awkward in the elevator was me tbh,0
Our main character is here ️️️️,0
Omy Babyy🫠,0
Ozy's Bday - may 5... 5 is your Lucky number ozyyy...,0
Pearly maneykk sheshem ellarum exited aya next delivery vlog,0
Welcome babyyy!!!,0
Ozy bdy-may 5 They Marriaged on -September 5 Baby brith -july 5 and also baby name 5 letter Your lucky number is 5,0
42:36 OZY BOY, WELCOME TO WORLD ️‍,0
Nurse Varsha 44:18 my friend,0
Lifestyleee__123 Welcome babyyy!!!,0
FB il ഒക്കെ ഒരുപാട് നെഗറ്റീവ് കമന്റ്സ് കണ്ടു...,0
43:34 ..... Achan kando enna aa dialogue 🥹️‍ how sweet,0
43:09 yeey.. Boyy... Idk why am crying🥹,0
16:43 i cried,0
42:23 first tym anu delivery vedeio kanunn. What a supportive family.,0
സ്ത്രീകളെ നമിക്കണം അവർ എത്ര വേദന സഹിച്ചാണ് ഒരു കുഞ്ഞിനെ തരുന്നത്. Respect all womens,0
HELP- WHY BUFFETT SO CUTE AWWWW,0
Mr beast can you go to philippines next video . and my name is Price Joven Ticong,0
I would adopt Buffet in a heartbeat. I'm glad he is in good hands.0
We have a 3 legged man in our family his name is Wrigley. He has been the best addition to our life.,0
13:45 it sad that the guardian of galaxies dude wnated to adopt her but he didn’t,0
"that's been debunked and disproven the box is gonna pop up here" ATE,0
"I know what you're referencing ,it's been disproven, the box is gonna pop up here.",0
take a shot every time 14:12 says "i understand you're very passionate about this"0
9:15 buffett,0
"Spr,video,bro",0
"Spr,clarity,bro",0
വീഡിയോ ക്വാളിറ്റി,0
Z6iii with experience,0
വേഗം അടുത്ത വീഡിയോ ഇടണേ,0
6k video kidukii ️.,0
Video kandirikkan  adipoli aan,0
Ningal ee trip n camera okke fund evdinnaa....,0
"M5 iPad Pro: ""best I can do is two apps side by side""",0
me: 599 dollars? This might be for me! Marques: 2:39 me: ️️,0
"As you mentioned, this will be great for students. But, one thing most reviewers are missing is that this will be HUGE in the BLIND community.",0
5:31 TWO HUNDRED FIFTY DOLLARS?????,0
"I can almost guarantee those white keys will discolor quick, you watch..",0
"1:53 ""mama"" recordando esa vocecita de la tormenta 🥹 que linda mama es kylie",0
Comes with pre-installed Mossad agent,0
Please Benchmark the M5 Pro MBP,0
MacBook New Engine Option,0
6:30 this is a strange cut…,0
weird i-frame at 6:30,0
6:31 first time to see MKBHD's edit mistake,0
I think the Mac neo would work for certain types of students. It would not be suitable for courses such as engineering or cs,0
Should I get this if I'm planning going into the medical field in college? Please any future doctors and nurses answer me.,0
Studio Display and Xdr Studio Display pleaseeee,0
"6:32 glitch, thought i was going crazy but excellent video and information :)",0
6:27 Failed editor: time stamp,0
6:31 editor messed up,0
10:00 how did it take that long for someone to take the husky,0
iPhone 17 review venam,0
Iphone 17 review please put 3:09,0
Bro random tech talk nirthiyo I'am waiting,0
Oneplus 13 detailed review venam,0
Xiaomi 15 or oneplus 13,0
Bro fold 7 Review venm,0
Xiaomi 14 from triveni world for 10 k worth ano,0
1:04 Sceeene editing,0
editing moneee ⚡️,0
Editor nu recent aayit hike kitti ennu thoonunu,0
0:39 Aluminium pathramo,0
Editor bro is working overtime,0
Editing vishayam 🔥,0
കുഴിമന്തി മേടിച്ചു തരോ.....? 🥹🥹,0
ഹോസ്പിറ്റലിലെ ഡെലിവറി റൂമിൽ ഡ്യൂട്ടി ചെയ്യുന്ന നേഴ്സ്മാർ അവരോട് മാന്യമായി പെരുമാറണം,0
1:05 editor peak level color changing,0
4:53 Screen lock password - 8888 Ellarum kand.. 🫣,0
Appreciating the edits,0
Editor,0
Editing 🔥,0
Our Golden Boy, Our Star Lamine,0
Our Magician's Assist Our Golden Boy's Goal,0
Please Ferran out before he does something we'd regret,0
Vamos equipo ️ Seguimos,0
New profile pic new yamal goal new future goat,0
Cancelo - TOP !!!,0
+3 ️,0
Go go go,0
The goat,0
Lamine balón D ' or,0
FerranmightcostustheUCLthisyear!!,0
Lamine is the best Player of the World.,0
sell ferran!,0
Bumra ❤️❤️,0
Siraj ഉണ്ട്,0
Betharinte out anu kali tholpiche,0
Jammu kashmir win renji trophy video cheyy@sportsreporter,0
Bumrah,0
ഇതിനിടയിൽ അക്സറിനെ മറന്ന് പോവരുത്,0
100% സത്യസന്ധമായ നിഗമനം,0
റിട്ടയർ ആവുമ്പോ Bumrah, One of the best bowlers of all time aavum,0
ബുമ്ര ഇല്ലെങ്കിൽ വേറെ ആരെങ്കിലും വരും.. ഹാർദിക് ഓവർ സൂപ്പർ ആക്കി. സഞ്ജു ഇല്ലെങ്കിലോ?...,0
Axer is the real hero. That catch in boundary saved india,0
Athaaanu Nammude bhoom bhoom,0
SanjuBumrah,0
Arshadeep shingh ഒന്നുടെ കോൺഫിഡന്റ് ആയി bowl ചെയ്യണം... Dube bowling ചെയ്യരുത്..,0
ബുമ്ര ബുമ്ര തീ 🔥🔥🔥🔥🔥🔥,0
ടൂർന്നമെന്റിലെ ഏറ്റവും മോശം പ്ലയെസ്,0
ഇന്നലെ ബുംറ വരുമ്പോ മാത്രമാണ് ഒന്ന് ശ്വാസം വീട്ടിരുന്നത്,0
സഞ്ജു അടിച്ചതുകൊണ്ട് പലരും കോൺഫിഡൻസോടെ ബാറ്റു വീശി,0
Arshdeep വൈഡ് ബോൾ എറിഞ്ഞു വിൽ ജാക്ക് നേ ട്രാപ്പ് ചെയ്തത് കൊണ്ട് ഇന്ത്യ ജയിച്ചു..,0
ബുമ്ര ഇല്ലെങ്കിൽ ഒരു കളിയും ജയിക്കില്ല,0
Amazing video! I learned a lot, it was nice to see the events leading to one another and their correlations.,0
So are ya'll gonna do one on different cultures important events?,0
List25:Fall of constantinople Me: Okay true List25: sputnik Me: not as important but yeah still pretty important List25: assassination of JFK Me: .......no,0
List25 your forgot to include the invention of tide pods,0
#15 Anglican (as in Anglo-Saxon), not “Angelican”.,0
It's Anglican. ANG-li-can. As in from England. Not "Angelican". Thanks.,0
Angelican? it's like Ang glah kin,0
As a time traveler, the video is so helpful,0
Could you add a "Western"before History?,0
You basically ignored more than 4000 years of history in China and Japan,0
JFK assassination (#2) over medical revolution (#9)?,0
Good morning List 25. I always start my day with some fun facts.,0
One of the best videos done thanks guys,0
RE-FORMATION and ANGLICAN church.,0
Angelican Church,0
Allahu srittichad bhoomi,0
നമ്മൾ നമ്മുടെ ഭൂമിയെ സംരക്ഷിക്കണം ഭൂമി നമ്മുടെ അമ്മയാണ്,0
ഇതിലൂടെ ഒരു പാട് അറിവ് ലഭിച്ചു Thank you,0
ഇത് ഞാങ്ങൾക്ക് പഠിക്കാൻ ഉണ്ടായിരുന്നു very very thanks,0
ഇതിലൂടെ അറിയാതത് കുറെ മനസ്സിലായി Thank you❤️,0
ഭൂമി തന്നെ ആണ് സ്വർഗം.... നമ്മൾ ഇപ്പോൾ സ്വർഗത്തിൽ ആണ്,0
ഈ അത്ഭുത പ്രപഞ്ച പ്രതിഭാസത്തിന് പിന്നിൽ ഒരു അജയ്യ ശക്തി പ്രവർത്തിക്കുന്നു. അതാണ് ദൈവം,0
ആധിയിൽ ദൈവം ആകാശവും ഭൂമിയും സൃഷ്ടിച്ചു (ഉല്പത്തി 1:1),0
Study' islama believe isalm,0
Njinkal. Antariishathintayum. History -de. Video Cheyammo. Please,0
ഇത് ഒറിജിനൽ ആണോ?,0
"I lost money on crypto but this video actually explained the tech behind it so well. Thanks!",0
"0:45 1:22 3:15 for the best parts guys!!",0
"Bro, your editing is literally insane. How do you get that color grade?",0
"Can someone please explain why the price is so high in Kerala compared to Dubai?",0
"I literally subscribed just for your voice. Best explanation ever!",0
"Is the link in the description safe? My antivirus is flagging it.",0
"Njan ithu 5th time aanu kaannunnath. Still gives me goosebumps!",0
"Why are there so many bots in the comments? YouTube needs to fix this.",0
"Ethra neramayi njan wait cheyyunnu oru reply tharumo please?",0
"Wait, did he just say that? Look at 7:15... omg 😂",0
"I've been scammed before so I was skeptical, but this tutorial actually works.",0
"Does the M5 chip support 8k editing without lag? Planning to buy.",0
"Vandi kidu aanu pakshe service cost kooduthal aayirikkum",0
"I tried the method at 5:30 and it didn't work for me. Any tips?",0
"Who is the girl in the thumbnail? She's not in the video.",0
"Stop spamming the same comment everyone. It's annoying.",0
"This is not a scam, I actually visited the showroom and the price is real.",0
"Can you do a giveaway of this phone? I really need it for my studies.",0
"I am a huge fan from Malappuram! Keep going brother!",0
"Google told me this video is trending. Is it true?",0
"I am literally crying right now. This song touches my soul.",0
"Why is the comment section full of 'Anyone in 2026' comments? So cringe.",0
"I found a bug in your code at line 45. Check your GitHub repo.",0
"Please don't click the link in the top comment, it's a phishing site.",0
"Real wealth is not money, it's knowledge. Great talk!",0
"Manglish padikkan nalla oru app parayu makkale",0
"I am addicted to this video. I watch it every morning with my coffee.",0
"Can you review the 2026 Land Cruiser? I heard it's a beast.",0
"This is the most underrated channel on YouTube. Deserves 1M subs!",0
"I am from Tamil Nadu but I love Malayalam movies. Greetings!",0
"Is this video sponsored by Toyota? You didn't mention the cons.",0
"I lost my job today and this video made me smile. Thank you.",0
"I am a bot and this action was performed automatically. (Joke comment)",0
"Actually, the hybrid version has better fuel economy. Check my review.",0
"Guys the link at 5:00 isn't working for me, is it just my internet?",0
"This is not financial advice, but I think BTC is going to hit 100k.",0
"ദയവായി ആ ലിങ്കിൽ ക്ലിക്ക് ചെയ്യരുത് അത് ഒരു സ്കാം ആണ്",0
"I'm using your tutorial for my college project. Hope I pass!",0
"Is it possible to install the SpamX extension on mobile chrome?",0
"Bro don't listen to the haters your content is top notch",0
"I can't believe Tommy is only 4 years old his IQ is insane",0
"Can anyone confirm if this car is available in Kochi?",0
"I just reached 100 subs thanks to your tips! You are the best",0
Tirur kaar Like,1
Tirurukkarh unddaghil like Adi makkale,1
I HAVE INCURRED SO MUCH LOSSES TRADING ON MY OWN...,1
ഓർമ്മകൾ പുതുക്കുവനായി എത്തിയവരുണ്ടോ ഇവിടെ ️️️️️️️,1
